zmw,1,2,3,4,5,6,7,8,9,10,11
m84046_240619_124816_s1/208930939/ccs,1,1,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/55904879/ccs,0,0,0,1,1,0,0,0,0,0,0
m84046_240619_124816_s1/26151497/ccs,1,0,1,0,0,0,0,1,1,1,1
m84046_240619_124816_s1/55641972/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/89003641/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/162205584/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/58135199/ccs,0,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/86906561/ccs,1,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/143460896/ccs,0,0,0,0,1,0,1,0,0,0,1
m84046_240619_124816_s1/157029878/ccs,0,0,1,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/79497898/ccs,1,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/32967324/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/232261239/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/265423720/ccs,0,0,0,0,0,0,0,1,0,0,-1
m84046_240619_124816_s1/19666561/ccs,1,0,1,1,0,0,0,1,1,1,1
m84046_240619_124816_s1/85136537/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/167253901/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/75108933/ccs,1,0,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/188482754/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/156371050/ccs,0,0,0,1,1,0,1,0,0,1,1
m84046_240619_124816_s1/234817126/ccs,0,0,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/136451303/ccs,1,1,1,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/241963790/ccs,0,0,1,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/135858243/ccs,0,0,0,0,0,1,1,1,1,0,1
m84046_240619_124816_s1/27202635/ccs,0,0,0,1,0,1,0,0,1,0,1
m84046_240619_124816_s1/41948976/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/113315118/ccs,0,0,1,0,0,0,0,0,0,1,0
m84046_240619_124816_s1/184357492/ccs,0,0,0,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/191496374/ccs,0,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/32640386/ccs,1,0,1,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/34280078/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/136844394/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/168823742/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/203296483/ccs,0,0,1,1,1,0,0,0,1,0,1
m84046_240619_124816_s1/33100258/ccs,1,1,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/149360379/ccs,0,0,0,0,0,0,0,1,0,1,1
m84046_240619_124816_s1/158927198/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/210962227/ccs,0,0,0,0,1,0,0,0,1,1,1
m84046_240619_124816_s1/248974280/ccs,0,0,1,1,0,0,0,1,0,1,1
m84046_240619_124816_s1/212667604/ccs,0,0,0,1,0,1,0,0,1,1,1
m84046_240619_124816_s1/130089959/ccs,0,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/92279841/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/152572033/ccs,0,0,0,1,0,1,0,0,1,1,1
m84046_240619_124816_s1/190188213/ccs,1,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/87428873/ccs,0,0,0,1,0,0,0,1,0,1,1
m84046_240619_124816_s1/124256667/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/166006538/ccs,1,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/206440464/ccs,-1,-1,-1,-1,-1,-1,-1,1,1,0,1
m84046_240619_124816_s1/185205049/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/24447532/ccs,0,0,0,1,0,0,1,1,1,0,1
m84046_240619_124816_s1/200607685/ccs,1,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/101124269/ccs,1,0,0,1,0,0,1,0,0,1,1
m84046_240619_124816_s1/232919349/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/38472526/ccs,1,1,0,0,0,1,1,0,0,0,1
m84046_240619_124816_s1/111740995/ccs,0,0,0,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/242028481/ccs,0,0,1,0,0,0,0,1,1,1,-1
m84046_240619_124816_s1/43254239/ccs,0,0,1,0,1,1,1,1,1,0,1
m84046_240619_124816_s1/236192414/ccs,1,1,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/143328009/ccs,0,0,0,0,0,0,1,0,0,1,-1
m84046_240619_124816_s1/34737011/ccs,1,1,1,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/253103947/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/223744316/ccs,0,0,0,0,0,1,1,1,0,0,1
m84046_240619_124816_s1/83430665/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/170661033/ccs,0,0,0,0,1,0,1,0,0,1,1
m84046_240619_124816_s1/91886350/ccs,1,1,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/159842400/ccs,0,0,0,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/70715708/ccs,1,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/111938750/ccs,0,1,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/267652462/ccs,0,0,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/90898740/ccs,0,0,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/104338109/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/30606880/ccs,1,1,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/214111515/ccs,1,0,0,1,0,1,0,0,0,1,1
m84046_240619_124816_s1/10092948/ccs,1,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/256775038/ccs,0,0,0,1,1,0,1,0,0,0,1
m84046_240619_124816_s1/188614783/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/7738035/ccs,0,0,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/41486809/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/208273634/ccs,1,1,1,1,1,1,0,1,1,0,0
m84046_240619_124816_s1/213453466/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/91297286/ccs,1,1,1,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/83428823/ccs,1,1,0,0,0,1,0,0,0,0,1
m84046_240619_124816_s1/32312882/ccs,1,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/62787305/ccs,1,1,0,1,1,0,0,0,0,0,1
m84046_240619_124816_s1/150933997/ccs,0,0,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/177082913/ccs,0,0,0,0,1,0,0,0,1,0,1
m84046_240619_124816_s1/8913381/ccs,1,0,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/244323199/ccs,-1,-1,-1,-1,-1,-1,-1,-1,1,0,1
m84046_240619_124816_s1/105710191/ccs,1,1,1,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/130287602/ccs,1,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/150209790/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/73537297/ccs,0,0,0,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/158860900/ccs,1,0,0,0,1,1,0,1,1,0,1
m84046_240619_124816_s1/203817102/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/228394896/ccs,1,1,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/240845076/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/222564830/ccs,0,0,0,1,0,1,0,0,0,0,1
m84046_240619_124816_s1/156435359/ccs,0,0,0,1,0,0,1,0,1,0,1
m84046_240619_124816_s1/66655727/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/168037053/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/32970295/ccs,1,1,1,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/4982479/ccs,1,0,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/30938017/ccs,1,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/194710991/ccs,0,0,0,1,0,1,0,0,1,0,1
m84046_240619_124816_s1/212667142/ccs,1,1,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/249369774/ccs,1,0,1,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/237769843/ccs,1,0,0,1,1,0,1,1,1,1,1
m84046_240619_124816_s1/64752327/ccs,0,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/194118811/ccs,1,0,0,0,1,0,0,0,0,1,1
m84046_240619_124816_s1/149555119/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/103025051/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/186586864/ccs,0,0,0,0,0,1,0,1,0,0,1
m84046_240619_124816_s1/189598230/ccs,0,0,0,1,0,0,1,0,0,1,1
m84046_240619_124816_s1/139661046/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/158011757/ccs,0,0,0,0,0,1,1,0,0,0,1
m84046_240619_124816_s1/133567675/ccs,0,0,0,0,0,0,0,0,0,0,-1
m84046_240619_124816_s1/93197191/ccs,1,0,0,0,1,0,1,0,0,0,0
m84046_240619_124816_s1/12257467/ccs,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
m84046_240619_124816_s1/23398389/ccs,1,0,1,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/204671949/ccs,1,0,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/265815708/ccs,1,1,1,0,0,1,0,0,0,0,1
m84046_240619_124816_s1/228594096/ccs,1,1,0,0,-1,-1,-1,-1,-1,-1,1
m84046_240619_124816_s1/247335314/ccs,-1,-1,-1,0,0,0,0,1,0,1,1
m84046_240619_124816_s1/126948765/ccs,0,0,0,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/160108096/ccs,-1,-1,-1,-1,-1,-1,0,1,0,0,1
m84046_240619_124816_s1/42402728/ccs,0,0,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/257822227/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/60688498/ccs,1,1,1,0,1,0,0,0,1,0,1
m84046_240619_124816_s1/78449095/ccs,0,0,0,0,0,1,1,0,1,0,1
m84046_240619_124816_s1/101061108/ccs,0,0,0,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/177278813/ccs,1,1,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/94507141/ccs,0,0,0,0,0,0,0,1,0,0,-1
m84046_240619_124816_s1/212601143/ccs,1,1,1,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/102633004/ccs,0,0,0,1,0,0,1,1,1,0,1
m84046_240619_124816_s1/78124913/ccs,0,0,0,0,1,0,1,0,1,1,1
m84046_240619_124816_s1/140644030/ccs,1,1,1,1,0,1,1,1,1,0,-1
m84046_240619_124816_s1/67049357/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/266274134/ccs,0,0,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/19202842/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/152310871/ccs,0,0,0,0,0,0,0,0,0,0,0
m84046_240619_124816_s1/199169519/ccs,1,1,1,1,0,1,0,0,0,1,1
m84046_240619_124816_s1/210898028/ccs,0,0,1,1,0,0,1,0,1,0,1
m84046_240619_124816_s1/67175889/ccs,0,0,0,1,1,1,0,0,1,0,-1
m84046_240619_124816_s1/180291416/ccs,-1,-1,0,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/198836647/ccs,0,0,0,1,1,0,0,0,1,1,1
m84046_240619_124816_s1/242288316/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/184943730/ccs,0,0,0,0,0,0,0,0,0,0,-1
m84046_240619_124816_s1/111545461/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/235798774/ccs,0,0,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/119473095/ccs,0,0,0,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/145101724/ccs,1,1,1,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/110106467/ccs,1,0,1,1,0,0,0,1,1,1,-1
m84046_240619_124816_s1/69338532/ccs,0,0,1,1,0,0,0,0,1,0,-1
m84046_240619_124816_s1/249431964/ccs,1,0,1,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/119671199/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/167646894/ccs,0,0,0,1,0,0,0,1,0,1,1
m84046_240619_124816_s1/159258349/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/247795004/ccs,0,0,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/141886613/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/210698886/ccs,0,0,1,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/122754003/ccs,1,1,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/258084028/ccs,1,1,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/78582720/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/13831105/ccs,0,0,0,0,0,0,0,1,1,1,1
m84046_240619_124816_s1/37487068/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/197135217/ccs,1,0,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/165811299/ccs,0,0,0,0,0,1,1,0,0,1,1
m84046_240619_124816_s1/141953459/ccs,0,0,0,0,0,1,0,0,0,0,1
m84046_240619_124816_s1/25757313/ccs,1,1,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/32637096/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/100927569/ccs,1,1,0,0,0,0,-1,-1,-1,1,1
m84046_240619_124816_s1/200999278/ccs,0,0,0,1,1,0,1,0,1,1,1
m84046_240619_124816_s1/236457605/ccs,1,1,0,1,1,1,1,0,0,0,1
m84046_240619_124816_s1/147330679/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/191042419/ccs,0,0,1,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/220533070/ccs,0,0,0,0,0,1,-1,-1,0,0,1
m84046_240619_124816_s1/180881085/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/102895858/ccs,0,0,1,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/102175562/ccs,1,0,1,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/44698096/ccs,0,0,0,1,1,0,1,0,0,0,1
m84046_240619_124816_s1/230818647/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/14354437/ccs,1,0,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/41620252/ccs,0,1,0,1,0,0,1,1,0,0,1
m84046_240619_124816_s1/16780305/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/101059676/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/100472583/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/127272164/ccs,1,1,1,0,1,1,0,0,0,1,1
m84046_240619_124816_s1/211550529/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/253169534/ccs,1,1,0,0,1,0,1,0,0,1,1
m84046_240619_124816_s1/172557697/ccs,0,0,0,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/89065399/ccs,1,1,0,0,0,0,-1,-1,-1,1,1
m84046_240619_124816_s1/111677425/ccs,1,1,1,1,0,1,1,0,0,1,1
m84046_240619_124816_s1/248907808/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/178852625/ccs,0,0,0,0,1,0,0,0,0,1,1
m84046_240619_124816_s1/230032759/ccs,0,0,0,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/47387868/ccs,1,0,0,1,0,0,0,1,1,1,1
m84046_240619_124816_s1/101190795/ccs,1,1,1,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/47448769/ccs,1,1,1,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/108200600/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/17630329/ccs,0,0,0,1,1,0,1,0,1,0,1
m84046_240619_124816_s1/134023421/ccs,0,0,0,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/124324735/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/71374129/ccs,0,0,0,0,0,1,1,0,0,1,1
m84046_240619_124816_s1/22678043/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/149950682/ccs,1,1,1,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/55839262/ccs,1,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/87492559/ccs,1,1,0,1,0,1,1,0,1,0,1
m84046_240619_124816_s1/217781705/ccs,1,1,1,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/187633357/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/115149068/ccs,1,1,1,1,0,0,1,1,1,1,1
m84046_240619_124816_s1/200543582/ccs,0,0,1,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/262080305/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/101061591/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/56693042/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/173148248/ccs,0,0,0,1,1,0,1,0,0,0,1
m84046_240619_124816_s1/239601942/ccs,0,0,1,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/92343670/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/200345271/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/171316657/ccs,1,0,1,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/198513366/ccs,0,0,0,0,0,1,0,0,-1,-1,1
m84046_240619_124816_s1/175313098/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/214830007/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/88347319/ccs,0,0,1,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/158600080/ccs,0,0,0,0,1,0,1,0,0,1,0
m84046_240619_124816_s1/176818314/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/82646037/ccs,0,0,0,1,0,0,0,1,0,0,-1
m84046_240619_124816_s1/50991372/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/86837687/ccs,0,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/89064784/ccs,0,0,1,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/246941605/ccs,1,1,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/76810876/ccs,0,0,0,1,0,1,1,1,0,0,1
m84046_240619_124816_s1/156241445/ccs,1,1,0,0,1,0,1,0,0,0,1
m84046_240619_124816_s1/153880209/ccs,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0
m84046_240619_124816_s1/82187560/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/49086660/ccs,1,1,1,0,1,1,0,1,1,1,1
m84046_240619_124816_s1/54594210/ccs,0,0,0,0,0,0,0,0,0,0,-1
m84046_240619_124816_s1/25428299/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/200411411/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/158795169/ccs,1,0,0,1,1,0,1,0,1,1,0
m84046_240619_124816_s1/87493669/ccs,0,0,0,1,0,1,0,0,1,1,1
m84046_240619_124816_s1/169017660/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/141362926/ccs,0,0,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/205522491/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/79172690/ccs,1,1,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/240979926/ccs,1,0,0,0,0,1,0,0,0,1,1
m84046_240619_124816_s1/84939790/ccs,1,1,1,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/226365161/ccs,0,0,0,0,1,0,1,0,0,0,1
m84046_240619_124816_s1/200933491/ccs,0,0,0,1,1,1,1,0,0,1,1
m84046_240619_124816_s1/256378123/ccs,0,0,0,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/198840762/ccs,1,1,1,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/163185738/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/86579004/ccs,0,0,0,0,1,0,0,0,1,0,-1
m84046_240619_124816_s1/70128543/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/24908933/ccs,0,0,1,1,0,1,0,0,1,1,1
m84046_240619_124816_s1/49548919/ccs,1,0,0,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/16845544/ccs,0,0,0,0,1,0,0,0,1,1,1
m84046_240619_124816_s1/55907823/ccs,0,0,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/244061548/ccs,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1
m84046_240619_124816_s1/68095781/ccs,0,0,0,0,0,0,0,1,0,1,1
m84046_240619_124816_s1/109122128/ccs,1,0,1,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/23205022/ccs,1,1,1,0,0,0,0,1,1,1,1
m84046_240619_124816_s1/147984058/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/249632219/ccs,0,0,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/85657000/ccs,1,0,1,1,1,1,1,1,1,0,-1
m84046_240619_124816_s1/195171227/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/185274742/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/262802587/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/230295853/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/156702389/ccs,1,1,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/163776958/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/229249821/ccs,1,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/54135921/ccs,0,0,1,0,1,1,1,0,1,0,1
m84046_240619_124816_s1/97785069/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/140314878/ccs,1,0,0,1,0,1,1,0,1,1,1
m84046_240619_124816_s1/110889385/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/6622413/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/227808977/ccs,0,0,0,0,1,0,0,0,1,1,-1
m84046_240619_124816_s1/159713673/ccs,1,1,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/179245832/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/96341223/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/75694891/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/111411615/ccs,0,0,0,1,0,0,0,1,1,1,1
m84046_240619_124816_s1/237504070/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/130880159/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/136843202/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/63903307/ccs,1,1,1,1,0,0,0,0,1,0,-1
m84046_240619_124816_s1/131859384/ccs,0,0,0,1,0,1,0,0,0,1,1
m84046_240619_124816_s1/206179171/ccs,0,0,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/192151640/ccs,1,1,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/195171586/ccs,0,0,1,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/166528253/ccs,1,0,-1,-1,1,-1,-1,-1,-1,1,1
m84046_240619_124816_s1/231147108/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/222891844/ccs,0,0,0,0,0,0,0,0,0,0,-1
m84046_240619_124816_s1/37422517/ccs,1,1,0,0,0,1,1,0,1,0,1
m84046_240619_124816_s1/261490731/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/71172197/ccs,0,0,0,0,0,0,0,1,0,1,1
m84046_240619_124816_s1/171906363/ccs,0,0,0,0,0,0,0,0,0,-1,-1
m84046_240619_124816_s1/188548710/ccs,1,1,0,0,1,0,0,1,1,0,1
m84046_240619_124816_s1/237373005/ccs,1,0,1,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/142674337/ccs,0,0,0,0,0,0,0,0,0,-1,-1
m84046_240619_124816_s1/79631244/ccs,0,0,0,0,1,0,0,0,1,1,1
m84046_240619_124816_s1/33494116/ccs,1,1,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/44962627/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/172493694/ccs,1,0,0,1,0,0,1,1,1,1,1
m84046_240619_124816_s1/46335425/ccs,0,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/153748332/ccs,1,1,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/245041724/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/34147261/ccs,0,0,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/82119871/ccs,0,0,1,1,0,0,1,1,0,0,1
m84046_240619_124816_s1/96931199/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/178259198/ccs,0,0,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/94175302/ccs,1,1,1,1,1,0,0,1,0,1,1
m84046_240619_124816_s1/253888873/ccs,0,0,0,1,0,0,0,0,0,0,-1
m84046_240619_124816_s1/179115783/ccs,1,1,1,0,1,1,1,0,0,0,1
m84046_240619_124816_s1/33362353/ccs,0,1,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/233575157/ccs,0,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/143396061/ccs,0,0,0,0,1,0,1,0,0,0,1
m84046_240619_124816_s1/37030311/ccs,0,0,0,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/180815515/ccs,0,0,1,0,1,0,0,1,1,0,-1
m84046_240619_124816_s1/164757841/ccs,0,0,0,1,0,0,1,0,1,1,1
m84046_240619_124816_s1/247203044/ccs,1,0,1,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/92736663/ccs,0,0,0,0,0,0,0,0,0,0,1
