zmw,1,2,3,4,5,6,7,8,9,10,11
m84046_240619_124816_s1/223412413/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/189402180/ccs,0,0,0,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/147196656/ccs,-1,-1,0,0,0,1,0,1,0,0,-1
m84046_240619_124816_s1/100010256/ccs,1,1,0,1,1,0,0,0,1,0,1
m84046_240619_124816_s1/64165553/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/233703294/ccs,0,0,0,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/80024763/ccs,1,1,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/172427842/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/209062735/ccs,1,1,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/69862599/ccs,0,0,0,0,0,0,0,0,0,0,0
m84046_240619_124816_s1/242025751/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/227808643/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/81856905/ccs,1,0,0,1,1,0,0,0,1,1,1
m84046_240619_124816_s1/149949918/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/43649133/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/114626367/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/231345082/ccs,0,0,0,0,0,1,1,0,0,1,1
m84046_240619_124816_s1/239995988/ccs,0,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/39392989/ccs,1,1,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/215487352/ccs,0,0,0,1,0,0,1,0,1,1,0
m84046_240619_124816_s1/161875400/ccs,-1,-1,-1,-1,-1,-1,-1,1,0,0,-1
m84046_240619_124816_s1/63244577/ccs,0,0,0,1,0,1,1,0,0,1,1
m84046_240619_124816_s1/161480966/ccs,1,1,0,0,1,0,0,0,1,0,1
m84046_240619_124816_s1/163120570/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/38865748/ccs,0,0,0,0,0,0,0,1,0,1,1
m84046_240619_124816_s1/122033668/ccs,0,0,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/160699986/ccs,0,0,0,0,0,1,0,0,0,1,1
m84046_240619_124816_s1/80741434/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/184746863/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/78909577/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/153884034/ccs,0,0,0,1,1,0,1,0,0,1,1
m84046_240619_124816_s1/144444332/ccs,0,0,0,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/73467874/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/105517028/ccs,1,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/98636256/ccs,0,0,1,0,0,0,0,1,0,1,1
m84046_240619_124816_s1/240779392/ccs,1,0,0,0,0,1,0,0,0,0,1
m84046_240619_124816_s1/181534993/ccs,0,1,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/21562135/ccs,1,1,1,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/229772727/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/190190838/ccs,1,1,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/227215156/ccs,0,0,1,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/98697931/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/157029176/ccs,0,0,0,0,0,0,0,0,0,-1,-1
m84046_240619_124816_s1/113643569/ccs,0,0,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/71306548/ccs,0,1,1,0,0,0,1,0,0,0,0
m84046_240619_124816_s1/163450979/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/183178508/ccs,0,0,0,0,0,0,0,0,-1,-1,1
m84046_240619_124816_s1/235541253/ccs,1,1,0,1,0,0,1,0,1,0,0
m84046_240619_124816_s1/243862642/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/231085485/ccs,0,0,1,1,0,0,1,0,0,1,1
m84046_240619_124816_s1/261817391/ccs,0,0,0,0,0,0,0,1,1,1,1
m84046_240619_124816_s1/128389867/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/34540170/ccs,1,0,0,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/145426456/ccs,1,1,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/261554798/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/187564703/ccs,1,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/241700644/ccs,1,1,1,0,1,0,0,0,1,1,1
m84046_240619_124816_s1/88081205/ccs,1,0,0,0,0,1,1,1,1,0,1
m84046_240619_124816_s1/169677077/ccs,1,0,1,0,0,0,0,1,1,1,1
m84046_240619_124816_s1/148703050/ccs,0,0,0,0,1,0,1,0,0,0,-1
m84046_240619_124816_s1/127930541/ccs,1,1,1,0,0,0,1,1,0,1,1
m84046_240619_124816_s1/157617234/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/9700101/ccs,0,0,0,0,1,0,1,0,1,0,1
m84046_240619_124816_s1/194905569/ccs,0,0,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/10617772/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/238947826/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/267716412/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/218956258/ccs,0,0,0,1,0,0,0,1,1,1,1
m84046_240619_124816_s1/38207547/ccs,1,0,0,0,1,1,1,1,1,0,1
m84046_240619_124816_s1/179704862/ccs,1,1,1,0,0,0,0,1,0,1,1
m84046_240619_124816_s1/73863007/ccs,1,1,1,1,0,1,0,1,0,0,1
m84046_240619_124816_s1/149160001/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/244912638/ccs,0,0,0,0,0,0,0,0,0,0,0
m84046_240619_124816_s1/114888067/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/120522933/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/195302113/ccs,0,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/137953909/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/226428757/ccs,0,0,0,0,0,0,0,1,1,0,0
m84046_240619_124816_s1/148313573/ccs,1,1,0,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/187828470/ccs,0,1,1,1,1,0,0,0,1,0,1
m84046_240619_124816_s1/11866616/ccs,0,0,0,1,1,0,0,0,1,0,1
m84046_240619_124816_s1/168169572/ccs,0,0,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/208867362/ccs,1,1,0,0,1,0,0,0,-1,-1,1
m84046_240619_124816_s1/116462374/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/252445406/ccs,0,0,1,0,1,0,0,0,0,1,1
m84046_240619_124816_s1/99944235/ccs,0,0,0,0,0,0,1,0,0,0,-1
m84046_240619_124816_s1/71764097/ccs,1,1,1,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/248779047/ccs,0,0,1,0,1,0,1,0,1,1,1
m84046_240619_124816_s1/170787328/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/14223414/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/186128218/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/48830097/ccs,1,1,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/183636100/ccs,0,0,0,1,1,1,0,0,0,0,1
m84046_240619_124816_s1/217189384/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/23400951/ccs,0,0,1,1,0,0,1,0,0,1,1
m84046_240619_124816_s1/25363439/ccs,1,1,0,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/151126594/ccs,0,0,0,0,1,0,1,1,0,0,1
m84046_240619_124816_s1/207749391/ccs,1,1,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/222496286/ccs,0,0,0,0,1,0,1,0,1,0,1
m84046_240619_124816_s1/118428021/ccs,1,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/181015806/ccs,0,0,0,0,0,1,1,0,0,0,1
m84046_240619_124816_s1/171050385/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/105579512/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/99878939/ccs,0,0,0,1,0,0,1,0,1,0,1
m84046_240619_124816_s1/110562895/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/126946870/ccs,0,0,0,1,1,0,1,1,1,1,1
m84046_240619_124816_s1/259067545/ccs,0,0,0,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/235537493/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/254087873/ccs,0,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/136253370/ccs,0,0,0,0,1,0,0,0,0,1,1
m84046_240619_124816_s1/183047132/ccs,0,0,0,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/211354773/ccs,0,0,0,0,1,0,1,0,0,0,1
m84046_240619_124816_s1/201589441/ccs,0,0,0,0,1,1,1,0,1,1,1
m84046_240619_124816_s1/140317461/ccs,0,0,0,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/85789254/ccs,0,0,0,1,0,0,1,1,0,0,1
m84046_240619_124816_s1/106956572/ccs,1,0,1,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/183567610/ccs,0,0,0,1,1,0,0,0,0,1,1
m84046_240619_124816_s1/66390248/ccs,0,0,0,1,0,0,0,1,0,0,-1
m84046_240619_124816_s1/212338765/ccs,0,0,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/46859766/ccs,1,1,0,0,1,0,1,0,1,1,1
m84046_240619_124816_s1/166005691/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/39851546/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/20645637/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/16975584/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/160238386/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/26611566/ccs,0,0,0,0,0,1,0,0,0,1,1
m84046_240619_124816_s1/72680968/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/208670601/ccs,1,1,0,0,0,1,0,0,0,1,1
m84046_240619_124816_s1/133105325/ccs,0,0,0,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/207950325/ccs,1,0,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/44108302/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/64554773/ccs,1,1,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/163187368/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/121636602/ccs,0,0,0,1,0,0,1,0,1,0,1
m84046_240619_124816_s1/116392956/ccs,0,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/116263238/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/95945884/ccs,0,0,0,0,0,0,0,0,0,0,-1
m84046_240619_124816_s1/22219761/ccs,1,1,0,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/219682713/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/74256418/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/82384166/ccs,1,0,0,0,0,0,0,1,0,1,1
m84046_240619_124816_s1/171774072/ccs,0,0,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/17892110/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/197924468/ccs,0,0,0,0,0,1,1,0,1,1,1
m84046_240619_124816_s1/212603110/ccs,1,1,0,1,1,0,1,0,0,0,1
m84046_240619_124816_s1/55186326/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/80610872/ccs,0,0,1,0,1,0,0,0,0,1,1
m84046_240619_124816_s1/11668579/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/249825924/ccs,1,1,1,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/121573215/ccs,0,0,0,1,0,0,0,1,1,1,1
m84046_240619_124816_s1/13307886/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/134156892/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/71045745/ccs,0,1,1,1,1,1,1,0,1,1,1
m84046_240619_124816_s1/180293058/ccs,0,0,0,0,1,1,0,1,0,0,-1
m84046_240619_124816_s1/230689258/ccs,0,0,1,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/55315560/ccs,0,0,0,1,0,0,1,0,1,1,0
m84046_240619_124816_s1/163840687/ccs,1,1,1,1,1,0,1,0,1,0,1
m84046_240619_124816_s1/89719271/ccs,1,1,1,0,1,0,0,0,0,1,-1
m84046_240619_124816_s1/120657522/ccs,0,0,0,1,0,0,0,1,0,1,1
m84046_240619_124816_s1/59244922/ccs,1,1,1,0,0,1,1,1,0,1,1
m84046_240619_124816_s1/231410550/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/115873011/ccs,0,0,0,0,0,0,0,0,0,1,0
m84046_240619_124816_s1/198970138/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/151847504/ccs,1,1,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/19399192/ccs,0,0,0,0,0,0,0,1,0,0,-1
m84046_240619_124816_s1/151849645/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/201592917/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/147522317/ccs,0,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/228660797/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/196477062/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/88544988/ccs,1,1,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/251070309/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/117771465/ccs,1,1,1,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/83366277/ccs,1,1,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/189661656/ccs,1,0,0,0,1,0,0,1,0,0,1
m84046_240619_124816_s1/165939309/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/195693644/ccs,0,1,0,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/76874546/ccs,0,0,0,0,-1,-1,-1,-1,-1,0,1
m84046_240619_124816_s1/76289259/ccs,0,0,0,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/60362281/ccs,1,0,0,0,0,1,0,0,1,0,1
m84046_240619_124816_s1/148441682/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/37230300/ccs,0,1,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/226563363/ccs,1,0,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/78711703/ccs,1,1,0,0,0,1,0,1,1,0,1
m84046_240619_124816_s1/87425746/ccs,0,0,0,1,0,0,1,0,1,0,1
m84046_240619_124816_s1/76092004/ccs,0,0,0,0,0,0,0,0,-1,-1,1
m84046_240619_124816_s1/174003124/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/210045258/ccs,0,0,0,1,0,0,1,0,1,0,1
m84046_240619_124816_s1/197071010/ccs,0,0,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/42208243/ccs,0,0,0,0,1,1,0,0,0,1,1
m84046_240619_124816_s1/62329037/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/56429720/ccs,1,0,1,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/148308665/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/211097464/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/228920690/ccs,1,1,0,1,0,1,1,1,0,1,1
m84046_240619_124816_s1/122229122/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/169020891/ccs,1,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/164825166/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/109904457/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/163189211/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/147394696/ccs,0,0,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/191826297/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/178459334/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/59442444/ccs,1,1,1,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/193599377/ccs,1,1,1,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/163187789/ccs,1,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/154670627/ccs,0,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/145360211/ccs,1,1,1,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/100078902/ccs,1,1,1,0,0,0,0,0,1,1,1
m84046_240619_124816_s1/69931874/ccs,0,0,0,1,1,0,0,0,1,0,1
m84046_240619_124816_s1/100667487/ccs,0,0,0,1,0,1,1,1,0,0,-1
m84046_240619_124816_s1/132189769/ccs,0,0,0,0,0,0,1,0,1,0,1
m84046_240619_124816_s1/11601531/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/121177959/ccs,0,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/56494460/ccs,1,1,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/27788719/ccs,0,0,1,0,1,0,1,0,0,1,1
m84046_240619_124816_s1/236852416/ccs,0,0,0,0,0,0,0,0,0,1,1
m84046_240619_124816_s1/45745286/ccs,1,0,1,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/161089823/ccs,0,0,1,1,0,0,1,0,1,1,-1
m84046_240619_124816_s1/259066803/ccs,0,0,0,0,0,1,1,0,1,0,1
m84046_240619_124816_s1/253627484/ccs,0,0,0,0,1,0,0,0,0,1,0
m84046_240619_124816_s1/208670182/ccs,1,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/54990572/ccs,0,0,0,0,0,0,1,0,0,1,1
m84046_240619_124816_s1/65801448/ccs,1,1,1,1,0,0,1,0,1,0,1
m84046_240619_124816_s1/134546902/ccs,0,0,0,0,1,1,0,0,1,1,1
m84046_240619_124816_s1/58528642/ccs,0,0,0,1,0,0,1,0,1,1,1
m84046_240619_124816_s1/223023302/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/173409974/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/126354093/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/147131627/ccs,1,0,1,1,0,0,0,0,0,0,-1
m84046_240619_124816_s1/32966179/ccs,0,0,0,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/21106052/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/134221980/ccs,0,0,0,0,1,0,0,0,0,0,-1
m84046_240619_124816_s1/247664313/ccs,0,0,0,1,0,1,0,0,0,0,1
m84046_240619_124816_s1/88411390/ccs,1,0,0,1,0,0,0,0,0,0,0
m84046_240619_124816_s1/194643517/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/192086603/ccs,0,0,0,1,0,0,0,1,0,1,1
m84046_240619_124816_s1/70846168/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/158209181/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/86443484/ccs,0,0,0,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/94702300/ccs,0,0,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/157353168/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/82838102/ccs,0,0,0,0,1,0,0,0,1,0,-1
m84046_240619_124816_s1/199362905/ccs,0,0,0,1,0,0,-1,-1,-1,0,1
m84046_240619_124816_s1/174394736/ccs,0,0,0,0,1,0,0,0,0,0,1
m84046_240619_124816_s1/219156100/ccs,0,0,0,0,0,0,0,0,0,1,-1
m84046_240619_124816_s1/84476975/ccs,0,0,0,0,0,0,0,1,1,1,1
m84046_240619_124816_s1/238884202/ccs,0,0,0,0,1,0,0,1,1,0,1
m84046_240619_124816_s1/166985855/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/47383984/ccs,0,0,0,0,1,0,0,0,1,0,1
m84046_240619_124816_s1/25040175/ccs,0,0,1,1,0,0,0,1,0,0,1
m84046_240619_124816_s1/255463282/ccs,1,1,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/224400415/ccs,1,1,1,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/63180905/ccs,0,0,0,1,1,0,1,0,1,0,1
m84046_240619_124816_s1/138089331/ccs,1,1,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/50074812/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/95948645/ccs,0,0,0,0,1,0,1,1,1,0,0
m84046_240619_124816_s1/178456240/ccs,0,0,0,0,0,0,1,0,0,0,-1
m84046_240619_124816_s1/249825380/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/168886723/ccs,0,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/40307881/ccs,1,1,-1,-1,1,1,1,1,1,0,1
m84046_240619_124816_s1/67310013/ccs,1,0,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/197922946/ccs,1,1,1,1,0,1,0,1,1,0,1
m84046_240619_124816_s1/33821311/ccs,0,0,0,0,0,0,0,1,0,1,1
m84046_240619_124816_s1/212145046/ccs,-1,-1,-1,-1,-1,-1,-1,-1,0,0,1
m84046_240619_124816_s1/121571204/ccs,0,0,0,0,0,0,1,1,0,0,1
m84046_240619_124816_s1/112004303/ccs,1,0,0,1,0,0,1,0,0,1,1
m84046_240619_124816_s1/168952098/ccs,0,0,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/57020340/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/44041579/ccs,1,0,1,1,1,1,1,1,1,1,1
m84046_240619_124816_s1/107547313/ccs,1,0,1,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/119609017/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/117379048/ccs,1,1,0,1,0,1,1,1,0,1,1
m84046_240619_124816_s1/247138516/ccs,1,0,0,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/140641872/ccs,0,0,1,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/28313518/ccs,1,0,1,1,0,0,0,0,1,1,1
m84046_240619_124816_s1/155981683/ccs,0,0,0,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/45748367/ccs,0,0,0,0,0,0,1,1,0,0,-1
m84046_240619_124816_s1/170461503/ccs,1,1,1,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/127535166/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/206705554/ccs,0,1,1,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/83823895/ccs,1,0,0,0,1,1,0,1,1,0,1
m84046_240619_124816_s1/225706683/ccs,0,0,0,1,0,1,1,0,0,1,1
m84046_240619_124816_s1/187110891/ccs,1,1,1,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/159126554/ccs,0,0,0,0,0,0,1,1,1,0,1
m84046_240619_124816_s1/265817820/ccs,1,0,0,0,0,0,0,0,0,0,0
m84046_240619_124816_s1/210830545/ccs,0,0,0,0,0,0,1,0,0,0,1
m84046_240619_124816_s1/11343053/ccs,1,1,1,0,0,1,0,1,0,1,1
m84046_240619_124816_s1/260965038/ccs,0,0,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/220594356/ccs,1,1,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/113313861/ccs,0,0,0,0,0,0,0,1,0,0,1
m84046_240619_124816_s1/71241800/ccs,1,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/227544542/ccs,1,1,0,0,0,1,0,0,0,0,1
m84046_240619_124816_s1/94702055/ccs,1,0,1,1,1,0,1,0,0,0,1
m84046_240619_124816_s1/45486140/ccs,1,0,0,1,0,0,0,1,0,1,-1
m84046_240619_124816_s1/195953194/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/36572352/ccs,0,0,0,1,0,0,0,0,0,0,1
m84046_240619_124816_s1/15799309/ccs,0,0,0,0,0,1,1,0,1,0,1
m84046_240619_124816_s1/90835381/ccs,0,0,0,1,0,0,0,1,1,1,1
m84046_240619_124816_s1/100601494/ccs,0,0,0,0,1,0,1,0,0,0,-1
m84046_240619_124816_s1/218759584/ccs,1,0,0,1,0,0,1,0,1,1,1
m84046_240619_124816_s1/181997762/ccs,0,0,0,1,0,0,0,1,1,1,1
m84046_240619_124816_s1/202507896/ccs,1,1,0,0,1,0,0,0,1,0,1
m84046_240619_124816_s1/212078073/ccs,0,0,0,1,0,0,0,0,0,1,1
m84046_240619_124816_s1/21173442/ccs,1,1,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/230953121/ccs,0,0,0,0,0,0,0,0,0,1,0
m84046_240619_124816_s1/71107234/ccs,1,1,0,1,0,0,0,0,1,0,1
m84046_240619_124816_s1/71238205/ccs,1,1,0,1,-1,-1,1,0,1,1,1
m84046_240619_124816_s1/202443684/ccs,-1,-1,-1,1,0,0,-1,-1,-1,0,-1
m84046_240619_124816_s1/219024576/ccs,1,1,1,0,0,1,1,0,1,1,1
m84046_240619_124816_s1/34411827/ccs,-1,-1,-1,-1,-1,-1,-1,-1,0,1,1
m84046_240619_124816_s1/186123824/ccs,0,0,0,1,0,0,0,1,1,0,1
m84046_240619_124816_s1/159192489/ccs,0,0,0,1,1,0,0,0,0,0,0
m84046_240619_124816_s1/208077912/ccs,1,1,0,0,0,0,0,0,0,0,1
m84046_240619_124816_s1/216402244/ccs,0,0,0,1,0,0,0,0,0,0,-1
m84046_240619_124816_s1/174199852/ccs,0,0,0,1,0,1,0,0,1,0,1
m84046_240619_124816_s1/247598032/ccs,0,0,0,0,0,0,0,0,1,0,1
m84046_240619_124816_s1/162398679/ccs,0,0,0,0,0,0,1,1,0,0,0
m84046_240619_124816_s1/129765620/ccs,1,1,0,0,0,0,0,1,1,0,1
m84046_240619_124816_s1/121967638/ccs,0,0,1,1,1,0,0,0,0,0,1
m84046_240619_124816_s1/139335594/ccs,1,0,0,0,1,0,1,0,1,0,1
m84046_240619_124816_s1/137302245/ccs,1,0,1,1,0,0,1,0,0,0,1
m84046_240619_124816_s1/59507693/ccs,0,0,0,1,0,0,1,0,1,1,1
