,1,2,3,4,5,6,7,8,9,10
1,1.8830428709950444,-6.234610298184218,-0.7782767167525564,,-0.6725126661229495,,,,-0.3807886287802855,
2,,5.9048167403823095,,,,,-1.2847579419004678,,,-1.96864327472188
3,,,2.4205044520096477,-0.6100796885622324,,-0.9295851398108845,,,,-0.5066141141891056
4,,,,0.9588977610057452,,,,,-0.22604313085068717,-0.37457580290431647
5,,,,,1.972991107657984,,,,-0.3792445250185592,
6,,,,,,2.4969748160014857,-0.576597968951337,,,
7,,,,,,,0.8147543126547322,0.40340312666316036,,
8,,,,,,,,0.948989682781049,,
9,,,,,,,,,0.8025142577602302,-0.3216053950322322
10,,,,,,,,,,1.3808566098197617
